FERTILZER PRODUCT CATALOGUE,,,,,,,,,,nutrients,,,,,,,,,,,,,,,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS Code,AFO 8 code,AFO 10 code,CPC code,Class,Fertilizer Name (industry),FAO product description,Description,Brand Name,Usage,Type,N,P,K,S,MgO,CaO,Zn,B,Mn,Cu,Fe,Mo,Cl,ALG,BEN,BUR,BDI,CMR,COD,EGY,ETH,GHA,GBS,GUI,CIV,KEN,LBR,MAD,MAW,MLI,MRI,MOZ,NIG,NGR,RSA,RWA,SEN,SEY,SLE,SUD,TAN,TOG,UGA,ZAM,ZIM,Main use [crops],Recommened Application Rates,Source
31052000,,,34641,Complex fertilizers,NPK 21 5 8 + 8.5MgO,NPK complex >10kg,,,,,21,5,8,0,"8,5",,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 22 6 12,NPK complex >10kg,,,,,22,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,
31052000,,,34641,Complex fertilizers,NPK 22 6 12 + 3S + 1MgO + 2CaO + TE,NPK complex >10kg,,,,,22,6,12,3,1,2,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 22 16 18 + TE,NPK complex >10kg,,,,,22,16,18,,,,,,,,,,TE,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 22 21 17 + TE,NPK complex >10kg,,,,,22,21,17,,,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,Tea,,
31052000,,,34641,Complex fertilizers,NPK 23 10 10 5 + 5S + 2MgO,NPK complex >10kg,,YARA MILA ACTYVA,,S,23,10,5,5,2,0,"0,3",,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 23 5 5 + TE,NPK complex >10kg,,,,,23,5,5,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 23 5 12 + 2MgO,NPK complex >10kg,,,,,23,5,12,0,2,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 23 10 5,NPK complex >10kg,,,,,23,10,5,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,X,,,,,X,,,,,"Maize, Wheat + Barley",,
31052000,,,34641,Complex fertilizers,NPK 23 10 5 +3S + Zn,NPK complex >10kg,,,,,23,10,5,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 23 10 5 +3S + 3MgO + Zn,NPK complex >10kg,,,,,23,10,5,3,3,0,1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 23 10 5 + 3S + 2MgO + 0.3Zn,NPK complex >10kg,,,,,23,10,5,3,2,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 23 12 12 + TE,NPK complex >10kg,,,,,23,12,12,,,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31055100,,,34644,Complex fertilizers,NP 23 21 0 + 4S,Other nitrogen & phosphates compounds,,,,,23,21,0,4,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
31055100,,,34644,Complex fertilizers,NP 23 23 0,Other nitrogen & phosphates compounds,,,,,23,23,0,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,Maize and Sugarcane,,
31052000,,,34641,Complex fertilizers,NPK 23 23 11 + TE,NPK complex >10kg,,,,,23,23,11,,,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 24 24 18,NPK complex >10kg,,OMEX FOLIAR FEED,,L,24,24,18,0,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,www.murphychemicals.co.ke/product_info.php?products_id=47
31052000,,,34641,Complex fertilizers,NPK 24 18 18,NPK complex >10kg,,,,,24,18,18,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31055100,,,34644,Complex fertilizers,NP 25 5 0 + 5S (MOP BASED),Other nitrogen & phosphates compounds,,,,,25,5,0,5,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,Tea,,
31052000,,,34641,Complex fertilizers,NPK 25 5 5 +3.95S+ 2.6MgO,NPK complex >10kg,,,,,25,5,5,"3,95","2,6",,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,Tea,,
31052000,,,34641,Complex fertilizers,NPK 25 5 5,NPK complex >10kg,,,,,25,5,5,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,X,,X,,,,,
31052000,,,34641,Complex fertilizers,NPK 25 5 5 + 3S,NPK complex >10kg,,,,,25,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 25 5 5 + 5S,NPK complex >10kg,,,,,25,5,5,5,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,X,,X,,,Tea,,
31052000,,,34641,Complex fertilizers,NPK 25 5 5 + 5S + 3MgO,NPK complex >10kg,,,,,25,5,5,5,3,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 25 5 5 + 7S + 3MgO,NPK complex >10kg,,,,,25,5,5,7,3,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 25 5 5 + 3MgO (SOP BASED),NPK complex >10kg,,,,,25,5,5,0,3,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 25 5 10,NPK complex >10kg,,,,,25,5,10,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 25 13 5 + 5MgO + TE,NPK complex >10kg,,,,,25,13,5,0,5,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31057000,,,,Complex fertilizers,NK 26 0 20 + S + MgO + CaO + TE,NK compounds other than Potassium nitrate,,,,,26,0,20,,,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 26 5 5 ,NPK complex >10kg,,,,,26,5,5,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,Tea,,
31052000,,,34641,Complex fertilizers,NPK 26 12 12 + 2MgO,NPK complex >10kg,,,,,26,12,12,0,2,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 27 5 11 + 2MgO,NPK complex >10kg,,,,,27,5,11,0,2,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 27 6 6 + 2S,NPK complex >10kg,,,,,27,6,6,2,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 27 13 13,NPK complex >10kg,,,,,27,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,"Maize, Rice",300KG/ha for Maize and Rice,
31052000,,,34641,Complex fertilizers,NPK 27 15 12 + 1MgO + TE,NPK complex >10kg,,,,,27,15,12,0,1,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31055100,,,34644,Complex fertilizers,NP 27 14 0 + 6MgO + TE,Other nitrogen & phosphates compounds,,,,,27,14,0,0,6,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 27 24 15,NPK complex >10kg,,,,,27,24,15,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31057000,,,,Complex fertilizers,NK 28 0 24,NK compounds other than Potassium nitrate,,,,,28,0,24,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 28 10 10 + 10S + TE,NPK complex >10kg,,,,,28,10,10,10,,,,,,,,,TE,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 28 14 14 + TE,NPK complex >10kg,,,,,28,14,14,,,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31055100,,,34644,Complex fertilizers,NP 28 28 0,Other nitrogen & phosphates compounds,,,,,28,28,0,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,"Flowers, Potato, Pea, Pinapple",,
31052000,,,34641,Complex fertilizers,NPK29 10 10 + 3MgO + TE,NPK complex >10kg,,,,,29,10,10,0,3,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK29 20 20 + 3MgO,NPK complex >10kg,,,,,29,20,20,0,3,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 30 10 10,NPK complex >10kg,,,,,30,10,10,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 30 11 11 + TE,NPK complex >10kg,,,,,30,11,11,,,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 31 8 8 ,NPK complex >10kg,,,,,31,8,8,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 35 5 7 + 2MgO,NPK complex >10kg,,FLEXIL N FERTILIZER,,S,35,5,7,0,2,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,"www.google.com.gh/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0CCsQFjAC&url=http%3A%2F%2Fwww.puccioniusa.com%2Ftechsheets%2Ftech_flexil_n.pdf&ei=YiOXU4m-OMGION2WgOgI&usg=AFQjCNEOT8jp5VBlQ9lmFPLLogWoAbroOA&sig2=6V_k4O4tLmT85p29d6kgiQ&bvm=bv.68445247,d.ZWU&cad=rja"
31052000,,,34641,Complex fertilizers,NPK 39 5 5 ,NPK complex >10kg,,,,,39,5,5,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
31052000,,,34641,Complex fertilizers,NPK 30 10 10 + 1MgO + TE,NPK complex >10kg,,,,,30,10,10,0,1,,,,,,,,TE,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
